F S UID          PID    PPID  C PRI  NI ADDR SZ WCHAN  STIME TTY          TIME CMD
0 S sakshi      2749    2220  0  80   0 - 318192 do_pol 08:49 ?       00:00:00 /usr/libexec/evolution-source-registry
0 S sakshi      2753    2220  0  80   0 - 57580 do_pol 08:49 ?        00:00:00 /usr/libexec/dconf-service
0 S sakshi      2765    2220  0  80   0 - 682040 do_pol 08:49 ?       00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
0 S sakshi      2793    2220  0  80   0 - 136681 do_pol 08:49 ?       00:00:00 /usr/libexec/goa-daemon
0 S sakshi      2794    2220  0  80   0 - 97215 do_pol 08:49 ?        00:00:04 /usr/bin/ibus-daemon --panel disable --xim
0 S sakshi      2795    2220  0  80   0 - 95896 do_pol 08:49 ?        00:00:00 /usr/libexec/gsd-a11y-settings
0 S sakshi      2796    2220  0  80   0 - 103893 do_pol 08:49 ?       00:00:00 /usr/libexec/gsd-color
0 S sakshi      2799    2220  0  80   0 - 107933 do_pol 08:49 ?       00:00:00 /usr/libexec/gsd-datetime
0 S sakshi      2801    2220  0  80   0 - 114728 do_pol 08:49 ?       00:00:00 /usr/libexec/gsd-housekeeping
0 S sakshi      2803    2220  0  80   0 - 103599 do_pol 08:49 ?       00:00:00 /usr/libexec/gsd-keyboard
0 S sakshi      2805    2220  0  80   0 - 167624 do_pol 08:49 ?       00:00:00 /usr/libexec/gsd-media-keys
0 S sakshi      2806    2220  0  80   0 - 148889 do_pol 08:49 ?       00:00:00 /usr/libexec/gsd-power
0 S sakshi      2812    2220  0  80   0 - 80907 do_pol 08:49 ?        00:00:00 /usr/libexec/gsd-print-notifications
0 S sakshi      2817    2220  0  80   0 - 132771 do_pol 08:49 ?       00:00:00 /usr/libexec/gsd-rfkill
0 S sakshi      2821    2220  0  80   0 - 77390 do_pol 08:49 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
0 S sakshi      2826    2220  0  80   0 - 135813 do_pol 08:49 ?       00:00:00 /usr/libexec/gsd-sharing
0 S sakshi      2828    2220  0  80   0 - 96471 do_pol 08:49 ?        00:00:00 /usr/libexec/gsd-smartcard
0 S sakshi      2830    2220  0  80   0 - 98425 do_pol 08:49 ?        00:00:00 /usr/libexec/gsd-sound
0 S sakshi      2837    2220  0  80   0 - 103767 do_pol 08:49 ?       00:00:00 /usr/libexec/gsd-wacom
0 S sakshi      2849    2220  0  80   0 - 104171 do_pol 08:49 ?       00:00:00 /usr/libexec/gsd-xsettings
0 S sakshi      2866    2220  0  80   0 - 97346 do_pol 08:49 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
0 S sakshi      2874    2590  0  80   0 - 76373 do_pol 08:49 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
0 S sakshi      2880    2220  0  80   0 - 97281 do_pol 08:49 ?        00:00:00 /usr/libexec/goa-identity-service
0 S sakshi      2889    2590  0  80   0 - 223874 do_pol 08:49 ?       00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
0 S sakshi      2899    2590  0  80   0 - 447285 do_pol 08:49 ?       00:00:12 /usr/bin/gnome-software --gapplication-service
0 S sakshi      2926    2220  0  80   0 - 241132 do_pol 08:49 ?       00:00:00 /usr/libexec/evolution-calendar-factory
0 S sakshi      2929    2794  0  80   0 - 59161 do_pol 08:49 ?        00:00:00 /usr/libexec/ibus-memconf
0 S sakshi      2938    2794  0  80   0 - 86991 do_pol 08:49 ?        00:00:03 /usr/libexec/ibus-extension-gtk3
0 S sakshi      2955    2220  0  80   0 - 66790 do_pol 08:49 ?        00:00:00 /usr/libexec/ibus-x11 --kill-daemon
0 S sakshi      2961    2220  0  80   0 - 77606 do_pol 08:49 ?        00:00:00 /usr/libexec/ibus-portal
0 S sakshi      3011    2220  0  80   0 - 104059 do_pol 08:49 ?       00:00:00 /usr/libexec/gsd-printer
0 S sakshi      3025    2220  0  80   0 - 97344 do_pol 08:49 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
0 S sakshi      3043    2220  0  80   0 - 77448 do_pol 08:49 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
0 S sakshi      3050    2220  0  80   0 - 206376 do_pol 08:49 ?       00:00:00 /usr/libexec/evolution-addressbook-factory
0 S sakshi      3055    2220  0  80   0 - 77690 do_pol 08:49 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
0 S sakshi      3069    2220  0  80   0 - 77443 do_pol 08:49 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
0 S sakshi      3101    2220  0  80   0 - 700489 do_pol 08:49 ?       00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
0 S sakshi      3120    2220  0  80   0 - 138586 do_pol 08:49 ?       00:00:00 /usr/libexec/xdg-desktop-portal
0 S sakshi      3132    2220  0  99   - - 221125 do_pol 08:49 ?       00:00:00 /usr/libexec/tracker-miner-fs-3
0 S sakshi      3133    2794  0  80   0 - 59192 do_pol 08:49 ?        00:00:01 /usr/libexec/ibus-engine-simple
0 S sakshi      3139    2220  0  80   0 - 360000 do_pol 08:49 ?       00:00:00 /usr/libexec/xdg-desktop-portal-gnome
0 S sakshi      3188    2220  0  80   0 - 103852 do_pol 08:49 ?       00:00:00 /usr/libexec/xdg-desktop-portal-gtk
0 S sakshi      3191    2562  0  80   0 - 152360 do_pol 08:49 ?       00:00:00 /usr/libexec/gvfsd-trash --spawner :1.25 /org/gtk/gvfs/exec_spaw/0
4 S root        3231       1  0  80   0 - 120723 -     08:49 ?        00:00:01 /usr/libexec/fwupd/fwupd
0 S sakshi      3323    2220  0  80   0 - 59076 do_pol 08:49 ?        00:00:00 /usr/libexec/gvfsd-metadata
4 S sakshi      3443    2645  0  80   0 - 365409023 do_pol 08:49 ?    00:00:23 /usr/share/code/code
0 S sakshi      3448    3443  0  80   0 - 8517123 do_pol 08:49 ?      00:00:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
4 S sakshi      3449    3443  0  80   0 - 8517121 do_wai 08:49 ?      00:00:00 /usr/share/code/code --type=zygote
5 S sakshi      3451    3449  0  80   0 - 8517128 do_pol 08:49 ?      00:00:00 /usr/share/code/code --type=zygote
0 S sakshi      3466    2220  0  80   0 - 8394038 ep_pol 08:49 ?      00:00:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/sakshi/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=85bb1852-5108-4ad2-822b-bc74cb68ec58&iid=85bb1852-5108-4ad2-822b-bc74cb68ec58&sid=85bb1852-5108-4ad2-822b-bc74cb68ec58 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.106.1 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=37.7.0 --initial-client-fd=44 --shared-client-connection
1 S sakshi      3483    3448  1  80   0 - 8640195 do_pol 08:49 ?      00:01:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
0 S sakshi      3492    3443  0  80   0 - 8470279 futex_ 08:49 ?      00:00:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3466 --enable-crash-reporter=3b4aeb63-ed49-44b3-b06e-3300eb0f3713,no_channel --user-data-dir=/home/sakshi/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17107226043914950486,6164594999635285873,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
1 S sakshi      3527    3451  3  80   0 - 369609452 futex_ 08:49 ?    00:02:33 /usr/share/code/code --type=zygote
0 S sakshi      3595    3443  0  80   0 - 365329243 futex_ 08:49 ?    00:00:04 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3466 --enable-crash-reporter=3b4aeb63-ed49-44b3-b06e-3300eb0f3713,no_channel --user-data-dir=/home/sakshi/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17107226043914950486,6164594999635285873,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
0 S sakshi      3686    3443  0  80   0 - 365331476 futex_ 08:49 ?    00:00:02 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3466 --enable-crash-reporter=3b4aeb63-ed49-44b3-b06e-3300eb0f3713,no_channel --user-data-dir=/home/sakshi/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17107226043914950486,6164594999635285873,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
0 S sakshi      3818    2562  0  80   0 - 115564 do_pol 08:49 ?       00:00:00 /usr/libexec/gvfsd-network --spawner :1.25 /org/gtk/gvfs/exec_spaw/1
0 S sakshi      3826    2562  0  80   0 - 97637 do_pol 08:49 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.25 /org/gtk/gvfs/exec_spaw/2
0 S sakshi      3933    3443  0  80   0 - 365335528 futex_ 08:50 ?    00:00:03 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3466 --enable-crash-reporter=3b4aeb63-ed49-44b3-b06e-3300eb0f3713,no_channel --user-data-dir=/home/sakshi/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17107226043914950486,6164594999635285873,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
0 S sakshi      3934    3443  0  80   0 - 365329478 futex_ 08:50 ?    00:00:07 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=3466 --enable-crash-reporter=3b4aeb63-ed49-44b3-b06e-3300eb0f3713,no_channel --user-data-dir=/home/sakshi/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17107226043914950486,6164594999635285873,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
0 S sakshi      3981    3934  0  80   0 - 364878488 ep_pol 08:50 ?    00:00:00 /usr/share/code/code /home/sakshi/.vscode/extensions/mongodb.mongodb-vscode-1.14.2/dist/languageServer.js --node-ipc --clientProcessId=3934
0 S sakshi      4112    2590  0  80   0 - 152608 do_pol 08:50 ?       00:00:00 /usr/bin/update-notifier
1 I root        4392       2  0  80   0 -     0 -      09:04 ?        00:00:00 [kworker/2:0-kec_query]
1 I root        4398       2  0  80   0 -     0 -      09:04 ?        00:00:00 [kworker/10:1-mm_percpu_wq]
1 I root        4421       2  0  80   0 -     0 -      09:04 ?        00:00:00 [kworker/12:1-mm_percpu_wq]
1 I root        4459       2  0  80   0 -     0 -      09:05 ?        00:00:00 [kworker/13:1-mm_percpu_wq]
1 I root        4509       2  0  80   0 -     0 -      09:05 ?        00:00:00 [kworker/u64:20-kvfree_rcu_reclaim]
1 I root        4544       2  0  80   0 -     0 -      09:16 ?        00:00:00 [kworker/u64:54-flush-259:0]
1 S root        4552       2  0   9   - -     0 -      09:16 ?        00:00:00 [irq/171-mei_me]
1 S root        4606       2  0  80   0 -     0 -      09:16 ?        00:00:00 [nvidia]
1 I root        4842       2  0  60 -20 -     0 -      09:21 ?        00:00:01 [kworker/u65:2-i915_flip]
0 S sakshi      4851    2220  0  80   0 - 212819 do_pol 09:21 ?       00:00:06 /usr/libexec/gnome-terminal-server
0 S sakshi      4864    4851  0  80   0 -  2816 do_wai 09:21 pts/0    00:00:00 bash
0 S sakshi      4876    2220  0  80   0 - 490252 do_pol 09:21 ?       00:00:05 /usr/bin/nautilus --gapplication-service
0 S sakshi      4899    2562  0  80   0 - 97123 do_pol 09:21 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.25 /org/gtk/gvfs/exec_spaw/5
1 I root        5040       2  0  80   0 -     0 -      09:30 ?        00:00:00 [kworker/10:3-kec_query]
1 I root        5076       2  0  80   0 -     0 -      09:35 ?        00:00:00 [kworker/u64:0-events_unbound]
1 I root        5116       2  0  80   0 -     0 -      09:40 ?        00:00:00 [kworker/6:1-kec_query]
1 I root        5126       2  0  80   0 -     0 -      09:40 ?        00:00:00 [kworker/1:0-events]
1 I root        5128       2  0  80   0 -     0 -      09:41 ?        00:00:00 [kworker/4:1-events]
1 I root        5129       2  0  80   0 -     0 -      09:42 ?        00:00:00 [kworker/2:2-mm_percpu_wq]
1 I root        5132       2  0  80   0 -     0 -      09:44 ?        00:00:00 [kworker/7:2-mm_percpu_wq]
1 I root        5138       2  0  80   0 -     0 -      09:46 ?        00:00:00 [kworker/11:0-events]
1 I root        5139       2  0  80   0 -     0 -      09:47 ?        00:00:00 [kworker/6:0-events]
0 S sakshi      5161    2645  0  80   0 - 785355 do_pol 09:47 ?       00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
1 I root        5237       2  0  80   0 -     0 -      09:48 ?        00:00:00 [kworker/8:1-mm_percpu_wq]
1 I root        5371       2  0  80   0 -     0 -      09:50 ?        00:00:00 [kworker/14:1-events]
1 I root        5372       2  0  80   0 -     0 -      09:50 ?        00:00:00 [kworker/0:2]
1 I root        5388       2  0  60 -20 -     0 -      09:53 ?        00:00:00 [kworker/u65:1-i915_flip]
1 I root        5394       2  0  80   0 -     0 -      09:55 ?        00:00:00 [kworker/15:1-events]
1 I root        5406       2  0  80   0 -     0 -      09:55 ?        00:00:00 [kworker/4:0]
1 I root        5408       2  0  80   0 -     0 -      09:57 ?        00:00:00 [kworker/u64:1-events_unbound]
1 I root        5411       2  0  80   0 -     0 -      09:58 ?        00:00:00 [kworker/u64:2-kvfree_rcu_reclaim]
1 I root        5418       2  0  80   0 -     0 -      10:00 ?        00:00:00 [kworker/8:0-mm_percpu_wq]
1 I root        5431       2  0  80   0 -     0 -      10:01 ?        00:00:00 [kworker/10:0]
1 I root        5433       2  0  80   0 -     0 -      10:01 ?        00:00:00 [kworker/2:1]
0 S sakshi      5445    4851  0  80   0 -  2816 do_sel 10:02 pts/1    00:00:00 bash
1 D root        5456       2  0  60 -20 -     0 -      10:02 ?        00:00:00 [kworker/u65:0+i915_flip]
1 I root        5457       2  0  80   0 -     0 -      10:02 ?        00:00:00 [kworker/15:0]
1 I root        5458       2  0  80   0 -     0 -      10:02 ?        00:00:00 [kworker/13:0-mm_percpu_wq]
4 R sakshi      5481    4864 99  80   0 -  3448 -      10:05 pts/0    00:00:00 ps -elf
